accession	paired_genbank	assembly_name	organism_name	strain	isolate	serovar	biosample	bioproject	bioproject_all	bioproject_titles	submitter	release_date	sequencing_tech	assembly_method	assembly_level	assembly_status	source_database	total_length	gc_percent	n_contigs	n_chromosomes	collection_date	geo_loc_name	host	isolation_source	host_disease	ani_status	ani_match	checkm_completeness	checkm_contamination	biosample_text	tier	auto_verdict	weak_notes
GCF_047414635.1	GCA_047414635.1	ASM4741463v1	Chlamydia trachomatis	L3/404/LN			SAMN42646840	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1039420	41.5	1	1	1967	USA: California	Homo sapiens	not applicable	LGV	OK	species_match	98.93	1.73	strain=L3/404/LN; collected_by=not applicable; collection_date=1967; geo_loc_name=USA: California; host=Homo sapiens; host_disease=LGV; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	duplicate_strain_name || dominant_bioproject (18/125)
GCF_047416045.1	GCA_047416045.1	ASM4741604v1	Chlamydia trachomatis	L2-D/SF/L2c			SAMN42646836	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1038756	41.5	1	1	2010	USA: California	Homo sapiens	not applicable	LGV	OK	species_match	98.72	1.73	strain=L2-D/SF/L2c; collected_by=not applicable; collection_date=2010; geo_loc_name=USA: California; host=Homo sapiens; host_disease=LGV; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047416055.1	GCA_047416055.1	ASM4741605v1	Chlamydia trachomatis	L1/440/LN			SAMN42646835	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1039486	41.5	1	1	1968	USA: California	Homo sapiens	not applicable	LGV	OK	species_match	98.93	1.73	strain=L1/440/LN; collected_by=not applicable; collection_date=1968; geo_loc_name=USA: California; host=Homo sapiens; host_disease=LGV; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	duplicate_strain_name || dominant_bioproject (18/125)
GCF_047416065.1	GCA_047416065.1	ASM4741606v1	Chlamydia trachomatis	K/UW-31/Cx			SAMN42646834	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1043159	41.5	1	1	1973	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.91	2.22	strain=K/UW-31/Cx; collected_by=not applicable; collection_date=1973; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047417355.1	GCA_047417355.1	ASM4741735v1	Chlamydia trachomatis	J/UW-36/Cx			SAMN42646832	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1049015	41.5	1	1	1971	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.93	1.73	strain=J/UW-36/Cx; collected_by=not applicable; collection_date=1971; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047417365.1	GCA_047417365.1	ASM4741736v1	Chlamydia trachomatis	Ia/UW-202			SAMN42646831	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042866	41.5	1	1	1985	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.81	1.73	strain=Ia/UW-202; collected_by=not applicable; collection_date=1985; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047417375.1	GCA_047417375.1	ASM4741737v1	Chlamydia trachomatis	Ja/UW-92			SAMN42646833	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1043805	41.5	1	1	1992	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.75	2.22	strain=Ja/UW-92; collected_by=not applicable; collection_date=1992; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047418505.1	GCA_047418505.1	ASM4741850v1	Chlamydia trachomatis	G/UW-57/Cx			SAMN42646828	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042522	41.5	1	1	1971	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.67	2.22	strain=G/UW-57/Cx; collected_by=not applicable; collection_date=1971; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047418515.1	GCA_047418515.1	ASM4741851v1	Chlamydia trachomatis	H/UW-4/Cx			SAMN42646829	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1047421	41.5	1	1	1965	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	99.02	1.73	strain=H/UW-4/Cx; collected_by=not applicable; collection_date=1965; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047418525.1	GCA_047418525.1	ASM4741852v1	Chlamydia trachomatis I/UW-12/UR	I/UW-12/UR			SAMN42646830	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1043106	41.5	1	1	1966	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.18	2.22	strain=I/UW-12/UR; collected_by=not applicable; collection_date=1966; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis I/UW-12/UR	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047419415.1	GCA_047419415.1	ASM4741941v1	Chlamydia trachomatis	F/IC-Cal-13			SAMN42646827	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042745	41.5	1	1	1960	USA: California	Homo sapiens	not applicable	STI	OK	species_match	98.67	2.22	strain=F/IC-Cal-13; collected_by=not applicable; collection_date=1960; geo_loc_name=USA: California; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047419425.1	GCA_047419425.1	ASM4741942v1	Chlamydia trachomatis	E/bour			SAMN42646826	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042685	41.5	1	1	1959	USA: California	Homo sapiens	not applicable	STI	OK	species_match	98.6	2.22	strain=E/bour; collected_by=not applicable; collection_date=1959; geo_loc_name=USA: California; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	duplicate_strain_name || dominant_bioproject (18/125)
GCF_047419435.1	GCA_047419435.1	ASM4741943v1	Chlamydia trachomatis	Da/TW-448			SAMN42646825	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042206	41.5	1	1	1985	Taiwan	Homo sapiens	not applicable	STI	OK	species_match	98.77	2.22	strain=Da/TW-448; collected_by=not applicable; collection_date=1985; geo_loc_name=Taiwan; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047420685.1	GCA_047420685.1	ASM4742068v1	Chlamydia trachomatis	D/UW-3/Cx			SAMN42646824	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1042687	41.5	1	1	1965	USA: Washington	Homo sapiens	not applicable	STI	OK	species_match	98.25	2.22	strain=D/UW-3/Cx; collected_by=not applicable; collection_date=1965; geo_loc_name=USA: Washington; host=Homo sapiens; host_disease=STI; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	duplicate_strain_name || dominant_bioproject (18/125)
GCF_047420695.1	GCA_047420695.1	ASM4742069v1	Chlamydia trachomatis	C/TW-3/OT			SAMN42646823	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1043661	41.5	1	1	1959	Taiwan	Homo sapiens	not applicable	Conjuctivitis	OK	species_match	98.41	2.22	strain=C/TW-3/OT; collected_by=not applicable; collection_date=1959; geo_loc_name=Taiwan; host=Homo sapiens; host_disease=Conjuctivitis; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047420705.1	GCA_047420705.1	ASM4742070v1	Chlamydia trachomatis	Ba/Apache-2			SAMN42646822	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1044362	41.5	1	1	1960	USA: Arizona	Homo sapiens	not applicable	Conjuctivitis	OK	species_match	98.7	2.22	strain=Ba/Apache-2; collected_by=not applicable; collection_date=1960; geo_loc_name=USA: Arizona; host=Homo sapiens; host_disease=Conjuctivitis; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047421435.1	GCA_047421435.1	ASM4742143v1	Chlamydia trachomatis	A/Sa-1			SAMN42646820	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1044098	41.5	1	1	1957	Saudi Arabia	Homo sapiens	not applicable	Conjuctivitis	OK	species_match	98.69	2.22	strain=A/Sa-1; collected_by=not applicable; collection_date=1957; geo_loc_name=Saudi Arabia; host=Homo sapiens; host_disease=Conjuctivitis; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_047421445.1	GCA_047421445.1	ASM4742144v1	Chlamydia trachomatis	B/TW-5/OT			SAMN42646821	PRJNA1137892	PRJNA1137892	Chlamydia trachomatis reference genomes	University of California San Francisco	2025-02-04	Illumina NovaSeq; Oxford Nanopore GridION	SPAdes v. v3.15.5; Flye v. 2.9.3-b1797	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1033232	41.5	1	1	1959	Taiwan	Homo sapiens	not applicable	Conjuctivitis	OK	species_match	93.78	2.22	strain=B/TW-5/OT; collected_by=not applicable; collection_date=1959; geo_loc_name=Taiwan; host=Homo sapiens; host_disease=Conjuctivitis; isolation_source=not applicable; lat_lon=not applicable; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	dominant_bioproject (18/125)
GCF_059083935.1	GCA_059083935.1	ASM5908393v1	Chlamydia trachomatis	D/Ep6/S19-121		D/Ep6	SAMN48996499	PRJNA1274633	PRJNA1274633	Chlamydia trachomatis strain:D/Ep6/S19-121 Genome sequencing	Konkuk University	2026-07-08	PacBio; Illumina NovaSeq	Hifiasm v. 0.19.9	Complete Genome	current	SOURCE_DATABASE_REFSEQ	1046451	41.5	2	2	2018	South Korea	Homo sapiens	swab	Sexually transmitted infection (STI)	OK	species_match	98.93	1.73	strain=D/Ep6/S19-121; collected_by=College of Medicine, Konkuk university; collection_date=2018; geo_loc_name=South Korea; host=Homo sapiens; host_disease=Sexually transmitted infection (STI); isolation_source=swab; lat_lon=37.82 N 128.31 E; host_age=20; host_sex=female; serovar=D/Ep6; Hyungsuk Kang=Co-investigator; Won-Jong Jang=Principal investigator; Yeon-Joo Choi=Co-investigator; title=Pathogen: clinical or host-associated sample from Chlamydia trachomatis	primary	INCLUDE	
