gene	gene_name	annotation	n_primary_genomes	avg_copies	length	genus_any_maxgap	genus_any_n150	clinical_any_maxgap	clinical_any_n150	all_any_maxgap	all_any_n150	all_any_coords	genus_id85_maxgap	genus_id85_n150	clinical_id85_maxgap	clinical_id85_n150	all_id85_maxgap	all_id85_n150	all_id85_coords	n_species_genus	n_species_clinical
leuS	leuS	Leucine--tRNA ligase	97	1.00	2460	0	0	770	3	0	0		2460	1	2460	1	2460	1	1-2460	10	15
lipM	lipM	Octanoyltransferase LipM	97	1.00	720	0	0	720	1	0	0		720	1	720	1	720	1	1-720	8	0
lolD	lolD	Lipoprotein-releasing system ATP-binding protein LolD	97	1.00	678	0	0	678	1	0	0		678	1	678	1	678	1	1-678	10	0
lon	lon	Lon protease	97	1.00	2460	0	0	1063	2	0	0		2460	1	2460	1	2460	1	1-2460	10	5
lplA	lplA	Lipoate-protein ligase A	97	1.00	702	0	0	702	1	0	0		702	1	702	1	702	1	1-702	9	0
lptB	lptB	Lipopolysaccharide export system ATP-binding protein LptB	97	1.00	720	0	0	411	1	0	0		720	1	720	1	720	1	1-720	10	1
lpxA	lpxA	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	97	1.00	843	0	0	843	1	0	0		0	0	843	1	0	0		10	0
lpxC	lpxC	UDP-3-O-acyl-N-acetylglucosamine deacetylase	97	1.00	861	0	0	861	1	0	0		0	0	861	1	0	0		10	0
lpxD	lpxD	UDP-3-O-acylglucosamine N-acyltransferase	97	1.00	1065	0	0	711	2	0	0		1065	1	1065	1	1065	1	1-1065	10	1
lpxG	lpxG	UDP-23-diacylglucosamine pyrophosphatase LpxG	97	1.00	978	0	0	978	1	0	0		978	1	978	1	978	1	1-978	10	0
lpxK_2~~~lpxK_1~~~lpxK	lpxK_2;lpxK_1;lpxK	Tetraacyldisaccharide 4'-kinase	97	1.01	1110	0	0	1110	1	0	0		1110	1	1110	1	1110	1	1-1110	10	0
lspA	lspA	Lipoprotein signal peptidase	97	1.00	504	0	0	504	1	0	0		504	1	504	1	504	1	1-504	3	0
lysS	lysS	Lysine--tRNA ligase	97	1.00	1581	0	0	729	2	0	0		1581	1	1581	1	1581	1	1-1581	10	7
manP	manP	PTS system mannose-specific EIIBCA component	97	1.00	477	0	0	477	1	0	0		0	0	477	1	0	0		9	0
map	map	Methionine aminopeptidase	97	1.00	876	0	0	876	1	0	0		876	1	876	1	876	1	1-876	10	0
mazG	mazG	Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG	97	1.00	384	0	0	384	1	0	0		384	1	384	1	384	1	1-384	2	0
mcsB	mcsB	Protein-arginine kinase	97	1.00	1071	0	0	1071	1	0	0		1071	1	1071	1	1071	1	1-1071	9	0
mdh	mdh	Malate dehydrogenase	97	1.00	981	0	0	981	1	0	0		981	1	981	1	981	1	1-981	10	0
menG	menG	Demethylmenaquinone methyltransferase	97	1.00	654	0	0	654	1	0	0		654	1	654	1	654	1	1-654	3	0
menH	;menH	hypothetical protein;2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase	97	1.01	909	0	0	909	1	0	0		909	1	909	1	909	1	1-909	2	0
metG	metG	Methionine--tRNA ligase	97	1.00	1653	0	0	1653	1	0	0		1653	1	1653	1	1653	1	1-1653	10	0
mfd	mfd	Transcription-repair-coupling factor	97	1.00	3240	0	0	1656	3	0	0		3240	1	2481	2	2481	2	1-2481	10	4
mhpA	mhpA	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase	97	1.00	1524	0	0	1524	1	0	0		1524	1	1524	1	1524	1	1-1524	10	0
mip	mip	Outer membrane protein MIP	97	1.00	705	0	0	705	1	0	0		705	1	705	1	705	1	1-705	10	0
mnmA	mnmA	tRNA-specific 2-thiouridylase MnmA	97	1.00	1077	0	0	483	1	0	0		1077	1	1077	1	1077	1	1-1077	10	7
mnmE	mnmE	tRNA modification GTPase MnmE	97	1.00	1335	0	0	654	2	0	0		1335	1	1335	1	1335	1	1-1335	10	1
mnmG	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG	97	1.00	1833	0	0	492	2	0	0		1833	1	1833	1	1833	1	1-1833	10	18
mntA	mntA	Manganese-binding lipoprotein MntA	97	1.00	981	0	0	981	1	0	0		981	1	981	1	981	1	1-981	10	0
mntB_1	mntB_1	Manganese transport system ATP-binding protein MntB	97	1.00	819	0	0	819	1	0	0		819	1	819	1	819	1	1-819	10	0
mntB_2	mntB_2	Manganese transport system membrane protein MntB	97	1.00	876	0	0	876	1	0	0		876	1	876	1	876	1	1-876	10	0
mntC	mntC;	Manganese transport system membrane protein MntC;hypothetical protein	97	1.01	1356	0	0	1356	1	0	0		1356	1	1356	1	1356	1	1-1356	10	0
mqnA	mqnA	Chorismate dehydratase	97	1.00	822	0	0	822	1	0	0		822	1	822	1	822	1	1-822	4	0
mqnD	mqnD	14-dihydroxy-6-naphtoate synthase	97	1.00	771	0	0	771	1	0	0		771	1	771	1	771	1	1-771	6	0
mraY	mraY	Phospho-N-acetylmuramoyl-pentapeptide-transferase	97	1.00	1011	0	0	1011	1	0	0		1011	1	1011	1	1011	1	1-1011	9	0
mrdB	mrdB	Peptidoglycan glycosyltransferase MrdB	97	1.00	1140	0	0	1140	1	0	0		1140	1	1140	1	1140	1	1-1140	10	0
mreB	mreB	Cell shape-determining protein MreB	97	1.00	1101	0	0	328	1	0	0		0	0	1101	1	0	0		10	6
murC	murC	UDP-N-acetylmuramate--L-alanine ligase	97	1.00	2409	0	0	2409	1	0	0		2409	1	2409	1	2409	1	1-2409	10	0
murD	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	97	1.00	1251	0	0	1251	1	0	0		1251	1	1251	1	1251	1	1-1251	10	0
murE	murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--26-diaminopimelate ligase	97	1.00	1452	0	0	798	2	0	0		1452	1	798	2	798	2	655-1452	10	1
murG	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	97	1.00	1029	0	0	1029	1	0	0		1029	1	1029	1	1029	1	1-1029	10	0
murJ	murJ	lipid II flippase MurJ	97	1.00	1611	0	0	1611	1	0	0		1611	1	1611	1	1611	1	1-1611	10	0
mutL	mutL	DNA mismatch repair protein MutL	97	1.00	1731	0	0	1731	1	0	0		1731	1	1731	1	1731	1	1-1731	10	0
mutS	mutS	DNA mismatch repair protein MutS	97	1.00	2463	0	0	1827	2	0	0		2463	1	2013	2	2013	2	1-2013	10	8
mutY	mutY	Adenine DNA glycosylase	97	1.00	1110	0	0	641	1	0	0		1110	1	1110	1	1110	1	1-1110	10	3
mxiA	mxiA	Protein MxiA	97	1.00	2130	0	0	1430	1	0	0		0	0	2130	1	0	0		10	2
nfo	nfo	Endonuclease 4	97	1.00	867	0	0	867	1	0	0		867	1	867	1	867	1	1-867	10	0
nhaD	nhaD	Na(+)/H(+) antiporter NhaD	97	1.00	1266	0	0	1266	1	0	0		1266	1	1266	1	1266	1	1-1266	10	0
nifS	nifS	Cysteine desulfurase NifS	97	1.00	1125	0	0	1125	1	0	0		1125	1	1125	1	1125	1	1-1125	10	0
nqrB	nqrB	Na(+)-translocating NADH-quinone reductase subunit B	97	1.00	1512	0	0	1512	1	0	0		1512	1	1512	1	1512	1	1-1512	10	0
nqrC	nqrC	Na(+)-translocating NADH-quinone reductase subunit C	97	1.00	951	0	0	951	1	0	0		951	1	951	1	951	1	1-951	10	0
nqrD	nqrD	Na(+)-translocating NADH-quinone reductase subunit D	97	1.00	642	0	0	291	2	0	0		642	1	642	1	642	1	1-642	10	1
nqrF	nqrF	Na(+)-translocating NADH-quinone reductase subunit F	97	1.00	1296	0	0	1296	1	0	0		1296	1	1296	1	1296	1	1-1296	10	0
nrdB	nrdB	Ribonucleoside-diphosphate reductase subunit beta	97	1.00	1041	0	0	1041	1	0	0		1	0	1041	1	1	0	1041-1041	10	0
nrdR	nrdR	Transcriptional repressor NrdR	97	1.00	465	0	0	465	1	0	0		0	0	465	1	0	0		10	0
ntpA	ntpA	V-type sodium ATPase catalytic subunit A	97	1.00	1776	0	0	699	2	0	0		0	0	1776	1	0	0		10	2
ntpB	ntpB	V-type sodium ATPase subunit B	97	1.00	1317	0	0	598	2	0	0		0	0	1317	1	0	0		10	1
ntpK	ntpK	V-type sodium ATPase subunit K	97	1.00	426	0	0	426	1	0	0		0	0	426	1	0	0		10	0
nusA	nusA	Transcription termination/antitermination protein NusA	97	1.00	1323	0	0	607	2	0	0		0	0	1323	1	0	0		10	1
nusB	nusB	Transcription antitermination protein NusB	97	1.00	789	0	0	789	1	0	0		789	1	789	1	789	1	1-789	3	0
nusG	nusG	Transcription termination/antitermination protein NusG	97	1.00	549	0	0	549	1	0	0		2	0	549	1	2	0	548-549	10	0
omcA	omcA	Small cysteine-rich outer membrane protein OmcA	97	1.00	267	0	0	267	1	0	0		0	0	267	1	0	0		3	0
omcB	omcB	Large cysteine-rich periplasmic protein OmcB	97	1.00	1644	0	0	1644	1	0	0		0	0	1644	1	0	0		10	0
ompA_2~~~ompA~~~ompA_1	ompA_2;ompA;ompA_1	Major outer membrane porin serovar L1;Major outer membrane porin serovar D;Major outer membrane porin serovar L3;Major outer membrane porin serovar C;Major outer membrane porin serovar B;Major outer membrane porin serovar F;Major outer membrane porin serovar A;Major outer membrane porin serovar E;Major outer membrane porin;Major outer membrane porin serovar H	97	1.01	1257	0	0	1257	1	0	0		1105	1	1257	1	1105	1	153-1257	10	0
oppA_2	oppA_2	Oligopeptide-binding protein OppA	97	1.00	1557	0	0	1557	1	0	0		1557	1	1557	1	1557	1	1-1557	6	0
oppB	oppB	Oligopeptide transport system permease protein OppB	97	1.00	942	0	0	942	1	0	0		942	1	942	1	942	1	1-942	10	0
oppC	oppC	Oligopeptide transport system permease protein OppC	97	1.00	846	0	0	846	1	0	0		846	1	846	1	846	1	1-846	10	0
oppD_2	oppD_2	Oligopeptide transport ATP-binding protein OppD	97	1.00	966	0	0	436	2	0	0		966	1	966	1	966	1	1-966	10	5
pckG	pckG	Phosphoenolpyruvate carboxykinase [GTP]	97	1.00	1800	0	0	913	2	0	0		1800	1	1800	1	1800	1	1-1800	10	1
pcnB	pcnB	Poly(A) polymerase I	97	1.00	1278	0	0	1011	1	0	0		1278	1	1278	1	1278	1	1-1278	10	1
pcrA	pcrA	ATP-dependent DNA helicase PcrA	97	1.00	1968	0	0	743	3	0	0		1968	1	1968	1	1968	1	1-1968	10	6
pdhC_1	pdhC_1	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	97	1.00	1290	0	0	1290	1	0	0		1290	1	1290	1	1290	1	1-1290	10	0
pdhC_2	pdhC_2	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	97	1.00	1167	0	0	1167	1	0	0		1167	1	1167	1	1167	1	1-1167	10	0
pdhD	pdhD	Dihydrolipoyl dehydrogenase	97	1.00	1398	0	0	1398	1	0	0		1398	1	1398	1	1398	1	1-1398	10	0
pepA	pepA	putative cytosol aminopeptidase	97	1.00	1500	0	0	1028	2	0	0		1500	1	1500	1	1500	1	1-1500	10	1
pepF1	pepF1	Oligoendopeptidase F plasmid	97	1.00	1827	0	0	1552	1	0	0		1827	1	1553	2	1553	2	1-1553	10	6
pfp_1	pfp_1	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	97	1.00	1662	0	0	1662	1	0	0		1662	1	1662	1	1662	1	1-1662	10	0
pfp_2	pfp_2	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	97	1.00	1647	0	0	837	2	0	0		1647	1	1647	1	1647	1	1-1647	10	1
pgktpi	pgk/tpi	Bifunctional PGK/TIM	97	1.00	1212	0	0	1126	1	0	0		1212	1	1212	1	1212	1	1-1212	10	2
pgl	pgl	6-phosphogluconolactonase	97	1.00	771	0	0	771	1	0	0		771	1	771	1	771	1	1-771	10	0
pgsA_1	pgsA_1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	97	1.00	555	0	0	555	1	0	0		555	1	555	1	555	1	1-555	9	0
pgsA_2	pgsA_2	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	97	1.00	549	0	0	549	1	0	0		549	1	549	1	549	1	1-549	9	0
pheS	pheS	Phenylalanine--tRNA ligase alpha subunit	97	1.00	1029	0	0	750	1	0	0		0	0	1029	1	0	0		10	4
pheT	pheT	Phenylalanine--tRNA ligase beta subunit	97	1.00	2373	0	0	2373	1	0	0		2373	1	2373	1	2373	1	1-2373	10	0
pkn1	pkn1	Serine/threonine-protein kinase Pkn1	97	1.00	1845	0	0	1845	1	0	0		1845	1	1845	1	1845	1	1-1845	10	0
pknD_2	pknD_2	Serine/threonine-protein kinase PknD	97	1.00	1473	0	0	1473	1	0	0		1147	2	1473	1	1147	2	1-1147	9	0
plqA	plqA	4-hydroxybenzoate solanesyltransferase	97	1.00	909	0	0	909	1	0	0		909	1	909	1	909	1	1-909	7	0
plsC	plsC	1-acyl-sn-glycerol-3-phosphate acyltransferase	97	1.00	651	0	0	651	1	0	0		651	1	651	1	651	1	1-651	4	0
pmpA	pmpA	putative outer membrane protein PmpA	97	1.00	2928	0	0	2928	1	0	0		2928	1	2928	1	2928	1	1-2928	4	0
pmpF	pmpF	putative outer membrane protein PmpF	97	1.00	3171	0	0	3171	1	0	0		3171	1	3171	1	3171	1	1-3171	3	0
pmpG	pmpG	putative outer membrane protein PmpG	97	1.00	3042	0	0	3042	1	0	0		1761	2	3042	1	1761	2	1282-3042	7	0
pmpH	pmpH	putative outer membrane protein PmpH	97	1.00	3057	0	0	3057	1	0	0		3057	1	3057	1	3057	1	1-3057	2	0
pmpI	pmpI	putative outer membrane protein PmpI	97	1.00	2637	0	0	2637	1	0	0		1824	2	2637	1	1824	2	814-2637	4	0
polA	polA	DNA polymerase I	97	1.00	2601	0	0	1245	3	0	0		2601	1	2601	1	2601	1	1-2601	10	2
ppa	ppa	Inorganic pyrophosphatase	97	1.00	630	0	0	630	1	0	0		630	1	630	1	630	1	1-630	10	0
prfA	prfA	Peptide chain release factor RF1	97	1.00	1080	0	0	342	1	0	0		1080	1	1080	1	1080	1	1-1080	10	14
prfB	prfB	Peptide chain release factor 2	97	1.00	990	0	0	429	1	0	0		0	0	703	2	0	0		10	13
priA	priA	Primosomal protein N'	97	1.00	2262	0	0	1651	2	0	0		2262	1	1666	2	1666	2	1-1666	10	3
prmC	prmC	Release factor glutamine methyltransferase	97	1.00	873	0	0	873	1	0	0		873	1	873	1	873	1	1-873	10	0
proS_1~~~proS_2~~~proS	proS_1;proS_2;proS	Proline--tRNA ligase	97	1.01	1746	0	0	1217	2	0	0		1746	1	1746	1	1746	1	1-1746	10	3
ptsI	ptsI	Phosphoenolpyruvate-protein phosphotransferase	97	1.00	1716	0	0	1716	1	0	0		1716	1	1716	1	1716	1	1-1716	10	0
pyk	pyk	Pyruvate kinase	97	1.00	1458	0	0	645	2	0	0		1458	1	711	2	711	2	748-1458	10	6
pyrH	pyrH	Uridylate kinase	97	1.00	738	0	0	738	1	0	0		21	0	738	1	21	0	718-738	9	0
radA	radA	DNA repair protein RadA	97	1.00	1365	0	0	469	2	0	0		1365	1	1365	1	1365	1	1-1365	10	10
rbfA	rbfA	Ribosome-binding factor A	97	1.00	372	0	0	372	1	0	0		0	0	372	1	0	0		10	0
recC	recC	RecBCD enzyme subunit RecC	97	1.00	3021	0	0	3021	1	0	0		3021	1	3021	1	3021	1	1-3021	10	0
recD_2~~~recD_1~~~recD	recD_2;recD_1;recD	RecBCD enzyme subunit RecD	97	1.01	1491	0	0	1491	1	0	0		988	2	1491	1	988	2	504-1491	10	0
recF	recF	DNA replication and repair protein RecF	97	1.00	1098	0	0	1098	1	0	0		1098	1	1098	1	1098	1	1-1098	6	0
recR	recR	Recombination protein RecR	97	1.00	603	0	0	603	1	0	0		603	1	603	1	603	1	1-603	10	0
rho	rho	Transcription termination factor Rho	97	1.00	1395	0	0	297	1	0	0		0	0	1395	1	0	0		10	15
ribBA	ribBA	Riboflavin biosynthesis protein RibBA	97	1.00	1275	0	0	764	2	0	0		1275	1	1275	1	1275	1	1-1275	10	1
ribC	ribC	Riboflavin synthase	97	1.00	600	0	0	600	1	0	0		600	1	600	1	600	1	1-600	4	0
ribH	ribH	67-dimethyl-8-ribityllumazine synthase	97	1.00	474	0	0	474	1	0	0		474	1	474	1	474	1	1-474	9	0
rlmCD	rlmCD	23S rRNA (uracil-C(5))-methyltransferase RlmCD	97	1.00	1191	0	0	1191	1	0	0		1191	1	1191	1	1191	1	1-1191	10	0
rlmL	rlmL	Ribosomal RNA large subunit methyltransferase K/L	97	1.00	828	0	0	828	1	0	0		828	1	828	1	828	1	1-828	10	0
rnc	rnc	Ribonuclease 3	97	1.00	696	0	0	696	1	0	0		696	1	696	1	696	1	1-696	10	0
rng	rng	Ribonuclease G	97	1.00	1539	0	0	1010	2	0	0		0	0	1539	1	0	0		10	1
rnhB	rnhB	Ribonuclease HII	97	1.00	654	0	0	654	1	0	0		654	1	654	1	654	1	1-654	10	0
rpe	rpe	Ribulose-phosphate 3-epimerase	97	1.00	687	0	0	687	1	0	0		0	0	687	1	0	0		10	0
rpiA	rpiA	Ribose-5-phosphate isomerase A	97	1.00	1164	0	0	1164	1	0	0		1024	1	1164	1	1024	1	141-1164	10	0
rplA	rplA	50S ribosomal protein L1	97	1.00	699	0	0	192	1	0	0		0	0	699	1	0	0		10	6
rplB	rplB	50S ribosomal protein L2	97	1.00	855	0	0	153	1	0	0		0	0	704	1	0	0		10	19
rplC	rplC	50S ribosomal protein L3	97	1.00	666	0	0	666	1	0	0		0	0	666	1	0	0		10	0
rplD	rplD	50S ribosomal protein L4	97	1.00	669	0	0	395	2	0	0		0	0	669	1	0	0		10	1
rplE	rplE	50S ribosomal protein L5	97	1.00	543	0	0	247	2	0	0		0	0	543	1	0	0		10	1
rplF	rplF	50S ribosomal protein L6	97	1.00	552	0	0	370	1	0	0		0	0	552	1	0	0		10	9
rplJ	rplJ	50S ribosomal protein L10	97	1.00	519	0	0	519	1	0	0		0	0	519	1	0	0		10	0
rplK	rplK	50S ribosomal protein L11	97	1.00	426	0	0	8	0	0	0		0	0	426	1	0	0		10	10
rplL	rplL	50S ribosomal protein L7/L12	97	1.00	393	0	0	81	0	0	0		0	0	232	1	0	0		10	6
rplM	rplM	50S ribosomal protein L13	97	1.00	453	0	0	194	1	0	0		0	0	453	1	0	0		10	1
rplN	rplN	50S ribosomal protein L14	97	1.00	369	0	0	96	0	0	0		0	0	369	1	0	0		10	2
rplO	rplO	50S ribosomal protein L15	97	1.00	435	0	0	435	1	0	0		0	0	435	1	0	0		10	0
rplP	rplP	50S ribosomal protein L16	97	1.00	417	0	0	93	0	0	0		0	0	417	1	0	0		10	4
rplR	rplR	50S ribosomal protein L18	97	1.00	372	0	0	372	1	0	0		0	0	372	1	0	0		10	0
rplS	rplS	50S ribosomal protein L19	97	1.00	366	0	0	366	1	0	0		0	0	366	1	0	0		10	0
rplT	rplT	50S ribosomal protein L20	97	1.00	372	0	0	372	1	0	0		0	0	372	1	0	0		10	0
rplU	rplU	50S ribosomal protein L21	97	1.00	324	0	0	324	1	0	0		0	0	324	1	0	0		9	0
rplV	rplV	50S ribosomal protein L22	97	1.00	336	0	0	336	1	0	0		0	0	336	1	0	0		10	0
rplW	rplW	50S ribosomal protein L23	97	1.00	336	0	0	336	1	0	0		0	0	336	1	0	0		10	0
rplY	rplY;	50S ribosomal protein L25;hypothetical protein	97	1.01	558	0	0	558	1	0	0		0	0	558	1	0	0		10	0
rpmA	rpmA	50S ribosomal protein L27	97	1.00	252	0	0	50	0	0	0		0	0	252	1	0	0		10	2
rpmB	rpmB	50S ribosomal protein L28	97	1.00	270	0	0	270	1	0	0		0	0	270	1	0	0		10	0
rpmF	rpmF	50S ribosomal protein L32	97	1.00	180	0	0	180	1	0	0		0	0	180	1	0	0		9	0
rpmG	;rpmG	hypothetical protein;50S ribosomal protein L33	97	1.00	159	0	0	159	1	0	0		0	0	159	1	0	0		10	0
rpmI	rpmI	50S ribosomal protein L35	97	1.00	195	0	0	195	1	0	0		0	0	195	1	0	0		10	0
rpoA	rpoA	DNA-directed RNA polymerase subunit alpha	97	1.00	1134	0	0	1134	1	0	0		0	0	1134	1	0	0		10	0
rpoB	rpoB	DNA-directed RNA polymerase subunit beta	97	1.00	3759	0	0	565	3	0	0		0	0	3759	1	0	0		10	25
rpoC	rpoC	DNA-directed RNA polymerase subunit beta'	97	1.00	4191	0	0	619	4	0	0		0	0	4191	1	0	0		10	25
rpsA	rpsA	30S ribosomal protein S1	97	1.00	1710	0	0	668	3	0	0		0	0	1710	1	0	0		10	5
rpsB	rpsB;	30S ribosomal protein S2;hypothetical protein	97	1.00	855	0	0	718	1	0	0		855	1	855	1	855	1	1-855	10	2
rpsD	rpsD	30S ribosomal protein S4	97	1.00	630	0	0	630	1	0	0		0	0	630	1	0	0		10	0
rpsE	rpsE	30S ribosomal protein S5	97	1.00	498	0	0	298	1	0	0		0	0	498	1	0	0		10	1
rpsF	rpsF	30S ribosomal protein S6	97	1.00	339	0	0	339	1	0	0		0	0	339	1	0	0		10	0
rpsG	rpsG	30S ribosomal protein S7	97	1.00	474	0	0	123	0	0	0		0	0	406	1	0	0		10	12
rpsH_2~~~rpsH_1~~~rpsH	rpsH_2;rpsH_1;rpsH	30S ribosomal protein S8	97	1.01	402	0	0	402	1	0	0		0	0	402	1	0	0		10	0
rpsJ	rpsJ	30S ribosomal protein S10	97	1.00	327	0	0	19	0	0	0		0	0	327	1	0	0		10	14
rpsK	rpsK	30S ribosomal protein S11	97	1.00	399	0	0	239	1	0	0		0	0	399	1	0	0		10	1
rpsL	rpsL	30S ribosomal protein S12	97	1.00	372	0	0	57	0	0	0		0	0	372	1	0	0		10	23
rpsM	rpsM	30S ribosomal protein S13	97	1.00	369	0	0	257	1	0	0		0	0	369	1	0	0		10	4
rpsN2	rpsN2	Alternate 30S ribosomal protein S14	97	1.00	306	0	0	306	1	0	0		0	0	306	1	0	0		10	0
rpsO	rpsO	30S ribosomal protein S15	97	1.00	270	0	0	270	1	0	0		1	0	270	1	1	0	270-270	10	0
rpsQ	rpsQ	30S ribosomal protein S17	97	1.00	252	0	0	252	1	0	0		0	0	252	1	0	0		10	0
rpsR	rpsR	30S ribosomal protein S18	97	1.00	246	0	0	246	1	0	0		0	0	246	1	0	0		10	0
rpsS	rpsS	30S ribosomal protein S19	97	1.00	267	0	0	25	0	0	0		0	0	267	1	0	0		10	4
rsbV	rsbV	Anti-sigma-B factor antagonist	97	1.00	333	0	0	333	1	0	0		0	0	333	1	0	0		6	0
rsfS	rsfS	Ribosomal silencing factor RsfS	97	1.00	360	0	0	360	1	0	0		0	0	360	1	0	0		10	0
rsmA	rsmA	Ribosomal RNA small subunit methyltransferase A	97	1.00	834	0	0	834	1	0	0		834	1	834	1	834	1	1-834	10	0
ruvA	ruvA	Holliday junction ATP-dependent DNA helicase RuvA	97	1.00	603	0	0	603	1	0	0		603	1	603	1	603	1	1-603	10	0
ruvB	ruvB	Holliday junction ATP-dependent DNA helicase RuvB	97	1.00	1005	0	0	363	2	0	0		0	0	1005	1	0	0		10	4
ruvC	ruvC	Crossover junction endodeoxyribonuclease RuvC	97	1.00	513	0	0	513	1	0	0		513	1	513	1	513	1	1-513	8	0
sctC_1	sctC_1	Type 3 secretion system secretin	97	1.00	2283	0	0	2283	1	0	0		2283	1	2283	1	2283	1	1-2283	10	0
secD~~~secDF	secD;secDF	Protein translocase subunit SecD;Protein translocase subunit SecDF	97	1.01	4203	0	0	4203	1	0	0		4203	1	4203	1	4203	1	1-4203	10	0
secE	secE	Protein translocase subunit SecE	97	1.00	249	0	0	249	1	0	0		0	0	249	1	0	0		9	0
secY	secY	Protein translocase subunit SecY	97	1.00	1374	0	0	1374	1	0	0		0	0	1374	1	0	0		10	0
serS	serS	Serine--tRNA ligase	97	1.00	1287	0	0	1070	1	0	0		1287	1	1287	1	1287	1	1-1287	10	1
smpB	smpB	SsrA-binding protein	97	1.00	456	0	0	456	1	0	0		456	1	456	1	456	1	1-456	10	0
sodA	sodA	Superoxide dismutase [Mn]	97	1.00	621	0	0	621	1	0	0		0	0	621	1	0	0		10	0
soj	soj	Sporulation initiation inhibitor protein Soj	97	1.00	768	0	0	768	1	0	0		0	0	768	1	0	0		10	0
ssaN	ssaN	putative secretion system apparatus ATP synthase SsaN	97	1.00	1305	0	0	1305	1	0	0		1305	1	1305	1	1305	1	1-1305	10	0
stp	stp	Serine/threonine phosphatase stp	97	1.00	747	0	0	747	1	0	0		747	1	747	1	747	1	1-747	10	0
sucC	sucC	Succinate--CoA ligase [ADP-forming] subunit beta	97	1.00	1161	0	0	750	2	0	0		1161	1	1161	1	1161	1	1-1161	10	2
sucD	;sucD	hypothetical protein;Succinate--CoA ligase [ADP-forming] subunit alpha	97	1.01	876	0	0	115	0	0	0		876	1	876	1	876	1	1-876	10	6
sufB	sufB	FeS cluster assembly protein SufB	97	1.00	1452	0	0	396	2	0	0		1452	1	1452	1	1452	1	1-1452	10	4
sufC	sufC	putative ATP-dependent transporter SufC	97	1.00	768	0	0	290	2	0	0		768	1	628	1	628	1	141-768	10	2
tal	tal	Transaldolase	97	1.00	984	0	0	984	1	0	0		0	0	984	1	0	0		10	0
tgt	tgt	Queuine tRNA-ribosyltransferase	97	1.00	1119	0	0	1119	1	0	0		1119	1	1119	1	1119	1	1-1119	10	0
thyX	thyX	Flavin-dependent thymidylate synthase	97	1.00	1590	0	0	1590	1	0	0		1590	1	1590	1	1590	1	1-1590	10	0
tig	tig	Trigger factor	97	1.00	1329	0	0	1329	1	0	0		1329	1	1329	1	1329	1	1-1329	10	0
tilS	tilS	tRNA(Ile)-lysidine synthase	97	1.00	966	0	0	966	1	0	0		966	1	966	1	966	1	1-966	10	0
tkt	tkt	Transketolase	97	1.00	2001	0	0	822	3	0	0		2001	1	1226	2	1226	2	1-1226	10	9
tlcA_1	tlcA_1	ADPATP carrier protein 1	97	1.00	1587	0	0	1587	1	0	0		0	0	1587	1	0	0		10	0
tmk	tmk	Thymidylate kinase	97	1.00	612	0	0	612	1	0	0		612	1	612	1	612	1	1-612	7	0
tolB	tolB	Tol-Pal system protein TolB	97	1.00	1296	0	0	1296	1	0	0		1296	1	1296	1	1296	1	1-1296	10	0
tpiA	tpiA	Triosephosphate isomerase	97	1.00	825	0	0	825	1	0	0		825	1	825	1	825	1	1-825	9	0
trmD	trmD	tRNA (guanine-N(1)-)-methyltransferase	97	1.00	1059	0	0	456	2	0	0		1059	1	1059	1	1059	1	1-1059	10	2
trmL	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	97	1.00	456	0	0	456	1	0	0		456	1	456	1	456	1	1-456	10	0
trpS	trpS	Tryptophan--tRNA ligase	97	1.00	1041	0	0	392	2	0	0		1041	1	1041	1	1041	1	1-1041	10	2
truA	truA	tRNA pseudouridine synthase A	97	1.00	804	0	0	804	1	0	0		804	1	804	1	804	1	1-804	10	0
tsaC	tsaC	Threonylcarbamoyl-AMP synthase	97	1.00	846	0	0	846	1	0	0		762	1	846	1	762	1	85-846	8	0
tsf	tsf	Elongation factor Ts	97	1.00	927	0	0	569	2	0	0		858	1	927	1	858	1	70-927	10	2
tuf	tuf	Elongation factor Tu	97	1.00	1185	0	0	0	0	0	0		0	0	1101	1	0	0		10	25
tyrB	tyrB	Tyrosine aminotransferase	97	1.00	1203	0	0	1203	1	0	0		1203	1	1203	1	1203	1	1-1203	10	0
